pair_variables,pair_values_ordered,pair_position_class,permission_status,source_class,source_bucket,source_path,matched_tokens,csv_row_hit_count,text_line_hit_count,matched_fields,sample_context,promoted_to_source_law,promoted_to_admission
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,channel_source,labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv,03_09,12,0,evidence source_rail_id target_rail_id,boundary_to_slot_internal_incidence slot_pair_03_09_boundary_carrier slot_03_internal_carrier boundary carrier names one endpoint slot carried by this internal carrier slot_pair=03_09 endpoint_slot=03 False,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,edge_limit_phase,labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv,03_09,180,0,primary_rail_id,9:0 9 0 1 2 1 1 1 3/9 slot_pair_03_09_boundary_carrier slot_pair_boundary_carriers 1 2 True False False,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv,03_09,1,0,boundary_carrier_id support_rails,3/9 clean_reciprocal_pair_package 3 3 -> 9 | 3/9 -> 9 | 9 -> 3 True slot_pair_03_09_boundary_carrier slot_03_internal_carrier slot_09_internal_carrier slot_pair_03_09_boundary_carrier 180 180 0 0 180 0.0 False,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv,03_09,180,0,boundary_carrier_id support_rails,3/9 clean_reciprocal_pair_package 3 -> 9 9:0 9 0 23 24 True slot_pair_03_09_boundary_carrier slot_03_internal_carrier slot_09_internal_carrier slot_pair_03_09_boundary_carrier 1 1 slot_09_internal_carrier True False slot,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv,03_09,1,0,boundary_carrier_id,3/9 clean_reciprocal_pair_package 3 -> 9 | 3/9 -> 9 | 9 -> 3 180 True slot_pair_03_09_boundary_carrier 180 0 0 180 0.0 full60_phase_package | boundary_supported_package | no_direct_boundary_delta_support_observed | inter,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,03_09,1,0,boundary_carrier_id,"3/9 clean_reciprocal_pair_package 3 3 -> 9 | 3/9 -> 9 | 9 -> 3 {""pair_to_single"": 1, ""single_to_single"": 2} {""9"": 180} True slot_pair_03_09_boundary_carrier 120 60 180 60 {""3 -> 9"": 60, ""3/9 -> 9"": 60, ""9 -> 3"": 60} {""pa",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,projection_exception,labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv,03_09,10,0,hit_signature,"slot_11_minor_displaced_branch_to_7 11:12 11 12 7 slot_07_internal_carrier 4 5 28,30,16,4 28 30 16 4 slot_07_internal_carrier:5:4;slot_09_internal_carrier:5:4;slot_10_internal_carrier:5:4;slot_11_internal_carrier:5:4;slo",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,03_09,2,0,segment_role,0 return_cell_role_anchor_source_packet_003_P role_anchor_source_packet 03_09 3 9 23    ,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv,03_09,60,0,segment_role,False 03_09 3:23 9:23 3 9 23 23 23 True True True 0 0 0 tuple_edge_611 611 0|0|0|0|611,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_edges.v1.csv,03_09,1,0,segment_role,True 03_09 3:23 9:23 3 9 23 23 23 True True True 0 0 0 tuple_edge_611 611 0|0|0|0|611,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_conserved_packet_scout_001_edges.v1.csv,03_09,1,0,segment_role,03_09 3:23 9:23 3 9 23 23 0 True True tuple_edge_611 611,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_one_step_information_transport_support_audit_006_history.v1.csv,03_09,2,0,segment_role,0 return_cell_role_anchor_source_packet_003_P role_anchor_source_packet 03_09 3 9 23    ,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_rule_rows.v1.csv,03_09,1,0,segment_role,"0 03_09 3 9 23 60 0|0|0|0|611 1 True tuple_edge_611 3:23 9:23 23 23 True True R selects the unique existing body edge in the role slot-pair with lexicographically minimal score: same-anchor first, target-anchor second, n",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_source_packet.v1.csv,03_09,1,0,segment_role,0 03_09 3 9 23 role_anchor_demand,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_target_packet.v1.csv,03_09,1,0,segment_role,0 03_09 tuple_edge_611 611 3:23 9:23 3 9 23 23 23 True True True 0 0 0 0|0|0|0|611,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,root_smoke,labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv,03_09,360,0,hit_signature,"3:0 3 0 29 30 9 10 17 29,30,9,10 slot_03_internal_carrier:9:10;slot_pair_02_03_boundary_carrier:17:4;slot_02_internal_carrier:8:4;slot_pair_03_08_boundary_carrier:13:3;slot_pair_03_04_boundary_carrier:12:3;slot_pair_03_0",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,other,labs/g900_observatory/artifacts/csv/g900_six_nine_strong_packet_candidate_rowset_export_052_rows.v1.csv,03_09,1,0,artifact,"81 g900_six_nine_source_geometry_field_origin_inventory_005.v1.json $.inventory_rows_first_100[81] g900_triplet_limit_alignment_03_09_root9_audit_001.v1.json    [6, 9] 06_09 12 23->24   [3, 6, 9, 12] 6 3 9 ",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_admission_hypothesis_provenance_audit_023_hits.v1.csv,03_09,8,0,path,construction_ledger labs/g900_observatory/artifacts/json/g900_pair_root_triplet_03_09_root9_audit_001.v1.json 1 false true true false false false false false false true false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,candidate_family_census_014,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv,03_09 09_03,176,0,role_pairs,6 0 1 2 3 9 00_01 01_02 03_02 03_09 23 24 23 24 tuple_edge_2175 tuple_edge_76 tuple_edge_262 tuple_edge_614 0:53 1:54 3:53 3:24 1:23 2:24 2:23 9:24 false false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,candidate_family_census_014,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv,03_09 09_03,416,0,role_pairs,67 0 1 2 9 3 00_01 01_02 09_02 09_03 3 DC:missing_target_anchor_edge,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_construction_context_family_census_034_families.v1.csv,03_09 09_03,14,0,family_key sample_role_tokens,F0001 roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921 9 B=5 AND C=4 AND D=3 | B=5 AND C=4 AND E=9 | B=5 AND D=3 | B=5 AND D=3 AND E=9 | B=5 AND E=9 | C=4 AND D=3 | C=4 AND D=3 AND E=9 | C=4,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_construction_context_family_census_034_target_family_rows.v1.csv,03_09 09_03,58,0,family_key sample_role_tokens,S0247 A=3 AND B=9 AND E=14 A B E 3 | 9 | 14 2 razor_small blocked_as_razor_small_until_proven construction_context_covisible_no_promotion roles=03_09 :: tuples=tuple_edge_611 g900_channel_candidate_classifier_001_rows.v1,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_constructive_provenance_search_033_hits.v1.csv,03_09,286,0,path token,S0127 A=3 AND C=12 03_09 construction_surface labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv primary_context_token,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_constructive_provenance_search_033_source_files.v1.csv,03_09,4,0,path,labs/g900_observatory/artifacts/json/g900_pair_root_triplet_03_09_root9_audit_001.v1.json construction_surface 9622 true true true,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_constructive_provenance_search_033_targets.v1.csv,03_09 09_03,58,0,sample_hit_paths sample_tokens,S0247 A=3 AND B=9 AND E=14 A B E 3 | 9 | 14 2 razor_small blocked_as_razor_small_until_proven 10 13 87087 87241 1 1 2 106 13 53 15 3 construction_context_covisible_no_promotion false 03_09 tuple_edge_611 construction_sur,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_missing_prefix_edge_probe_037_f0001_edge.v1.csv,03_09,1,0,role_tokens,F0001 03_04 03_09 05_04 tuple_edge_609 tuple_edge_614 tuple_edge_921 B C D E 05 04 03 09 B C 04 05 05_04 true true true false missing_prefix_terminal_edge 43 16 1 false false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_missing_prefix_edge_probe_037_family_omissions.v1.csv,03_09 09_03,14,0,family_key role_tokens,F0001 roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921 9 03_04 03_09 05_04 tuple_edge_609 tuple_edge_614 tuple_edge_921 03 04 05 09 05 09 B C D E 05 04 03 09 true true true 9 10 B C 04 05  t,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,permission,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_permission_denial_probe_038_pair_profile.v1.csv,03_09 09_03,1,0,direct_edge_token reverse_edge_token,D E 03 09 03 09 1 suffix_terminal_edge true false true true false 03_09 09_03 allowed_local_member false false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,permission,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_permission_denial_probe_038_source_visibility.v1.csv,03_09,1,0,matched_tokens,D E 03 09 suffix_terminal_edge allowed_local_member 236 73 41 24 98 03_09 labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_in,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_source_rule_probe_036_members.v1.csv,03_09,9,0,role_tokens,F0001 S0258 B=5 AND C=4 AND D=3 B C D 03 04 05 2 razor_small blocked_as_razor_small_until_proven 03 04 05 09 03_04 03_09 05_04 tuple_edge_609 tuple_edge_614 tuple_edge_921 false false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_family_source_law_probe_035_families.v1.csv,03_09 09_03,14,0,family_key,F0001 roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921 9 9 B=5 AND C=4 AND D=3 | B=5 AND C=4 AND E=9 | B=5 AND D=3 | B=5 AND D=3 AND E=9 | B=5 AND E=9 | C=4 AND D=3 | C=4 AND D=3 AND E=9 | C,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_family_source_law_probe_035_members.v1.csv,03_09 09_03,58,0,family_key role_tokens,F0001 roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921 S0258 B=5 AND C=4 AND D=3 B C D 3 4 5 true 2 razor_small blocked_as_razor_small_until_proven 03 04 05 09 03_04 03_09 05_04 tuple_edge_6,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,03_09 09_03,23,0,candidate_id role_pairs,7 87062 g900_deferred_gate_candidate_03_09_11_07_10 g900_deferred_gate_receipt_d82685b8b5c04b57 3 9 11 7 10 03_09 09_11 07_11 07_10 tuple_edge_611 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 0 30 0 0 same repair same,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,03_09 09_03,23,0,role_pairs,"7 87062 3 9 11 7 10 03_09 09_11 07_11 07_10 tuple_edge_611 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 true requires_own_future_gate_receipt 0 6 8 4 7 0 3 14 1 7 ((0, 2), (0, 4), (1, 4), (2, 8)) 7 13 0 11 14 9 0 2 13",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,03_09 09_03,23,0,expected_role_pairs role_pairs,7 87062 3 9 11 7 10 03_09 09_11 07_11 07_10 tuple_edge_611 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 03_09 09_11 07_11 07_10 3:23 9:54 7:23 7:24 9:23 11:24 11:23 10:24 0 30 0 0 0 30 0 0 same repair same same same r,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv,03_09 09_03,23,0,role_pairs,7 87062 3 9 11 7 10 03_09 09_11 07_11 07_10 tuple_edge_611 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 0 30 0 0 same repair same same needs_new_gate_receipt false false false false deferred_gate_candidate run_future_,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_search_029_blocked_hypotheses.v1.csv,03_09,1,0,blocked_reason selector_expression values,resembles_022_selector_components_role_pairs_contains_03_09_and_E_13 role_pairs E contains(03_09) | 13 role_pairs CONTAINS 03_09 AND E=13 0  ,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_search_029_field_census.v1.csv,03_09,0,0,,,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_candidate_fields.v1.csv,03_09,0,0,,,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_next_tests.v1.csv,03_09,1,0,purpose,028b selector_component_visibility_review Review fields containing 03_09 and 13 without treating those values as permission. true none,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_source_files.v1.csv,03_09,3,0,fields,labs/g900_observatory/artifacts/csv/g900_transport_selector_coupling_law_audit_024_hit_classes.v1.csv 25 16 3 0 2 1 1 2 3 3 4 0 3 0 6 path | artifact_number | construction_class | left_pair_03_09 | right_exit_pair_06_13 ,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_pair_selector_admission_hypothesis_audit_022_hypotheses.v1.csv,03_09,4,0,seed_value_a selector_expression,pair_selector_hypothesis_e470e0c88411 exact_pair_admission_hypothesis_candidate role.AB role.E 03_09 13 role.AB=03_09 AND role.E=13 1 0 true role_pair role_vertex left_entry_repair right_exit_support 8 8 14 12 64 16 true,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_frontier_checkpoint_025_rows.v1.csv,03_09,2,0,closed_result,022 g900_transport_pair_selector_admission_hypothesis_audit_022 least_sharp_pair_admission_hypothesis_candidates_found The least-sharp best admission hypothesis was role.AB=03_09 AND role.E=13. A selector can nominate pe,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_frontier_theorem_note_026_claims.v1.csv,03_09,2,0,claim,T4 The best current pair selector is role.AB=03_09 AND role.E=13. 022 pair-selector hypothesis audit audit_supported selector nominates permission but cannot grant it,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,03_09 09_03,24,0,role_pairs,87062 3 9 11 7 10 03_09 09_11 07_11 07_10 tuple_edge_611 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 0 30 0 0 same repair same same needs_new_gate_receipt false false false false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,03_09 09_03,23,0,role_pairs,87236 3 9 12 13 6 03_09 09_12 13_12 13_06 tuple_edge_611 tuple_edge_2425 tuple_edge_3070 tuple_edge_1475 3 5 2 3 3 33 needs_new_gate_receipt,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_pair_selectors.v1.csv,03_09,7,0,seed_value_a,role.AB role.D 03_09 6 1 0 true 87185,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_seed_feature_hits.v1.csv,03_09,3,0,seed_value,identity.role_pairs_exact identity_like 03_09 09_12 06_12 06_13 72 1 0 true false 87185,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_selector_coupling_law_audit_024_hit_classes.v1.csv,03_09,2,0,path,labs/g900_observatory/artifacts/json/g900_pair_root_triplet_03_09_root9_audit_001.v1.json 1 channel_or_admission true true false false false false false true true false false true true false true false false false true t,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,successor_rule,labs/g900_observatory/artifacts/csv/g900_transport_successor_rule_family_filter_015_profile_matches.v1.csv,03_09 09_03,24,0,role_pairs,87062 3 9 11 7 10 03_09 09_11 07_11 07_10 tuple_edge_611 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 3:23 9:54 7:23 7:24 9:23 11:24 11:23 10:24 0 30 0 0 same repair same same false false,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_0309_vs_0609_2324_fork_audit_001.v1.json,03_09,0,20,,"  ""question"": ""What separates 03_09 from 06_09 inside the shared 23->24 fork?"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_all_phase_ladder_spectrum_audit_001.v1.json,03_09,0,20,,"      ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_channel_admission_readiness_receipt_001.v1.json,03_09,0,4,,"    ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_channel_admission_recheck_after_local_law_001.v1.json,03_09,0,2,,"    ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_channel_admission_recheck_after_render_contract_001.v1.json,03_09,0,2,,"    ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_channel_admission_recheck_after_semantics_001.v1.json,03_09,0,2,,"    ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,channel_candidate,labs/g900_observatory/artifacts/json/g900_channel_candidate_classifier_001.v1.json,03_09,0,4,,"      ""source_rail_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_channel_render_contract_001.v1.json,03_09,0,4,,"      ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_channel_semantics_contract_001.v1.json,03_09,0,4,,"      ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,channel_source,labs/g900_observatory/artifacts/json/g900_channel_source_inventory_001.v1.json,03_09,0,4,,"      ""source_rail_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_count_signature_class_anatomy_001.v1.json,03_09,0,14,,"          ""rail_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_distinct_ladder_nonanswer_comparison_001.v1.json,03_09,0,2,,"      ""predicted_pair_key"": ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,endpoint_incidence,labs/g900_observatory/artifacts/json/g900_endpoint_incidence_orientation_frontier_001.v1.json,03_09,0,1,,"      ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,endpoint_incidence,labs/g900_observatory/artifacts/json/g900_endpoint_incidence_source_reconstruction_001.v1.json,03_09,0,7,,"        ""rail_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_explicit_return_cell_channel_admission_001.v1.json,03_09,0,5,,"    ""candidate_id"": ""return_cell_03_09_09_12_06_12_06_13"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_endpoint_pair_hit_inspection_001.v1.json,03_09,0,11,,"      ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_hit_component_taxonomy_audit_001.v1.json,03_09,0,2,,"        ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_hit_pair_g15_subgraph_audit_001.v1.json,03_09,0,3,,"      ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_package_support_audit_001.v1.json,03_09,0,20,,"        ""boundary_carrier_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_path_position_package_audit_001.v1.json,03_09,0,20,,"      ""pair"": ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_phase_support_classification_001.v1.json,03_09,0,1,,"        ""boundary_carrier_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_transition_package_anatomy_001.v1.json,03_09,0,1,,"        ""boundary_carrier_id"": ""slot_pair_03_09_boundary_carrier"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_assignment_from_adjacency_probe_001.v1.json,03_09,0,1,,"      ""excerpt"": ""{'pair': '03_09', 'slots': ['03', '09'], 'dict_hit_path_count': 3, 'field_hit_count': 1}""",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_focused_schema_extractor_001.v1.json,03_09,0,10,,"          ""excerpt"": ""{\""boundary_carrier_id\"": \""slot_pair_03_09_boundary_carrier\"", \""channels_admitted\"": false, \""delta_edge_count\"": 1, \""delta_edge_hits\"": [\""slot_09_internal_carrier\""], \""delta_vertex_count\"": 1,",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_label_assignment_probe_001.v1.json,03_09,0,2,,"      ""excerpt"": ""{\""boundary_carrier_id\"": \""slot_pair_03_09_boundary_carrier\"", \""channels_admitted\"": false, \""direct_boundary_delta_edge_count\"": 0, \""full60_transition_count\"": 3, \""full60_transitions\"": [\""3 -> 9\""",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_label_source_search_001.v1.json,03_09,0,20,,"          ""excerpt"": ""{\""channels_admitted\"": false, \""component_edge_count\"": 6, \""component_index\"": 0, \""component_label\"": \""P7\"", \""component_size\"": 7, \""edge\"": [\""03\"", \""09\""], \""edge_index_from_left\"": 2, \""edg",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_orientation_provenance_probe_001.v1.json,03_09,0,1,,"      ""excerpt"": ""{\""admission_readiness_passed\"": true, \""all_preconditions_ready\"": true, \""candidate_id\"": \""return_cell_03_09_09_12_06_12_06_13\"", \""candidate_pairs\"": [\""03_09\"", \""09_12\"", \""06_12\"", \""06_13\""], \""",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g60_true_antipode_sheet_wrap_probe_001.v1.json,03_09,0,16,,"  ""reading"": ""The true G60 antipode, not local+30, supplies a native sheet-wrap candidate. Inside 06_09 it remains unsupported, but with fork swap to 03_09 it reaches a supported, carrier-bearing, nonzero-hit counterpart",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_global_local_return_cell_oriented_census_001.v1.json,03_09,0,20,,"      ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_global_return_cell_label_free_selector_audit_001.v1.json,03_09,0,15,,"        ""03_09"",",false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_hit_forest_root_endpoint_rule_scope_audit_001.v1.json,03_09,0,2,,"        ""03_09"",",false,false
